#Total No. of Collocate Types: 89
#Total No. of Collocate Tokens: 740
1	135	66	69	4.81587	the
2	93	62	31	8.68086	beauty
3	66	35	31	4.96125	of
4	34	33	1	6.38626	with
5	32	32	0	7.96923	paths
6	32	32	0	8.47512	lovely
7	32	1	31	4.33762	is
8	32	0	32	4.53401	in
9	31	31	0	9.07317	under
10	31	31	0	9.11898	shelter
11	31	0	31	8.75124	places
12	31	0	31	4.60353	it
13	31	0	31	7.94389	families
14	31	0	31	7.44382	busy
15	6	3	3	1.25686	and
16	4	3	1	1.08280	park
17	4	3	1	0.63718	a
18	3	0	3	0.92915	to
19	3	3	0	2.48962	beautiful
20	2	1	1	3.90952	trees
21	2	1	1	1.03417	there
22	2	1	1	9.11898	sometimes
23	2	1	1	10.11898	shrubs
24	2	1	1	7.11898	road
25	2	1	1	2.47512	many
26	2	2	0	3.62712	lot
27	2	1	1	1.60328	are
28	1	0	1	0.17061	you
29	1	1	0	9.11898	yellow
30	1	0	1	1.92915	will
31	1	0	1	9.11898	ways
32	1	0	1	5.41854	way
33	1	0	1	1.83357	walking
34	1	0	1	1.40473	walk
35	1	0	1	9.11898	vivid
36	1	0	1	5.65954	views
37	1	1	0	9.11898	untouched
38	1	0	1	4.07458	them
39	1	0	1	3.69271	their
40	1	1	0	4.72666	stroll
41	1	1	0	6.79705	stores
42	1	0	1	1.43950	so
43	1	0	1	9.11898	shrubbery
44	1	0	1	8.11898	shade
45	1	0	1	2.96923	sculpture
46	1	0	1	7.11898	scattered
47	1	1	0	1.60328	s
48	1	1	0	9.11898	rows
49	1	0	1	8.11898	red
50	1	0	1	2.62712	really
51	1	0	1	9.11898	pruned
52	1	0	1	9.11898	provide
53	1	0	1	1.26723	on
54	1	1	0	7.53401	nicely
55	1	0	1	9.11898	names
56	1	0	1	1.33762	my
57	1	1	0	9.11898	maple
58	1	0	1	6.53401	make
59	1	1	0	9.11898	luscious
60	1	1	0	8.11898	lines
61	1	1	0	9.11898	leave
62	1	1	0	3.94905	kept
63	1	0	1	3.62712	its
64	1	0	1	9.11898	intenational
65	1	0	1	3.98969	highly
66	1	1	0	2.72666	have
67	1	1	0	9.11898	grasses
68	1	0	1	6.53401	grass
69	1	0	1	3.87105	good
70	1	0	1	9.11898	giving
71	1	1	0	9.11898	gingko
72	1	1	0	2.59541	gate
73	1	0	1	6.31162	fresh
74	1	0	1	9.11898	forgotten
75	1	1	0	7.11898	forest
76	1	1	0	6.11898	down
77	1	1	0	7.53401	complex
78	1	0	1	9.11898	colour
79	1	1	0	5.21209	clean
80	1	1	0	8.11898	cherry
81	1	0	1	1.83357	but
82	1	1	0	3.79705	built
83	1	1	0	7.53401	between
84	1	0	1	7.11898	benches
85	1	1	0	2.61118	at
86	1	0	1	1.87105	around
87	1	1	0	1.92915	an
88	1	0	1	3.56439	along
89	1	1	0	5.94905	air
